@relation creditos

@attribute nivelRenta {alto,medio,bajo}
@attribute patrimonio {alto,medio,bajo}
@attribute tamanoCredito REAL
@attribute edadPeticionario REAL
@attribute numeroHijos REAL
@attribute funcionario {si,no}
@attribute nivelEstudios {ninguno,licenciatura,posgrado}
@attribute autorizo {si,no}

@data
medio,alto,90000,23,0,si,posgrado,si
medio,bajo,27000,49,0,si,ninguno,no
bajo,bajo,43000,39,5,si,ninguno,no
medio,medio,32000,48,2,si,licenciatura,si
medio,medio,36000,38,2,si,posgrado,si
medio,medio,60000,22,1,si,licenciatura,si
medio,medio,30000,52,1,si,ninguno,si
medio,bajo,40000,34,0,si,ninguno,si
bajo,bajo,31000,59,5,si,ninguno,no
alto,alto,65000,38,0,si,posgrado,no
bajo,bajo,13000,51,6,si,licenciatura,no
medio,bajo,44000,42,0,si,licenciatura,si
bajo,bajo,15000,40,5,si,ninguno,no
alto,alto,55000,47,0,si,licenciatura,si
bajo,medio,75000,40,1,si,licenciatura,si
alto,alto,100000,25,2,si,posgrado,si
medio,medio,74000,47,0,si,licenciatura,si
alto,alto,56000,50,0,si,licenciatura,si
alto,medio,50000,59,1,no,ninguno,si
alto,alto,90000,24,2,si,posgrado,si
bajo,bajo,2000,23,6,si,ninguno,no
medio,alto,92000,21,1,si,posgrado,si
medio,bajo,26000,55,0,si,posgrado,no
alto,alto,68000,29,0,si,posgrado,si
medio,medio,50000,29,1,no,ninguno,si
alto,alto,51000,22,0,si,licenciatura,si
alto,alto,65000,60,1,si,licenciatura,si
bajo,bajo,16000,33,4,si,ninguno,no
alto,alto,69000,48,2,no,posgrado,si
medio,alto,64000,51,1,si,licenciatura,si
medio,medio,50000,56,0,si,licenciatura,si
medio,medio,68000,55,0,si,posgrado,no
alto,medio,41000,28,2,si,licenciatura,no
medio,bajo,50000,29,0,si,licenciatura,si
bajo,bajo,23000,29,6,no,ninguno,no
alto,alto,69000,54,2,si,licenciatura,si
medio,alto,73000,51,0,si,posgrado,si
medio,medio,73000,34,0,no,ninguno,no
medio,bajo,12000,44,2,no,ninguno,si
bajo,bajo,4000,32,4,si,ninguno,no
medio,medio,69000,50,1,si,licenciatura,si
bajo,bajo,15000,30,4,no,ninguno,no
medio,bajo,17000,52,2,si,ninguno,no
alto,alto,60000,23,2,si,licenciatura,si
alto,medio,71000,36,2,si,posgrado,si
alto,alto,88000,56,1,si,posgrado,si
alto,alto,89000,40,0,si,licenciatura,si
medio,medio,79000,40,2,si,ninguno,si
alto,alto,83000,20,0,si,posgrado,si
alto,alto,62000,38,1,no,posgrado,si
alto,alto,69000,46,2,si,posgrado,si
bajo,bajo,1000,57,6,no,licenciatura,no
alto,alto,83000,35,1,no,licenciatura,si
alto,alto,67000,56,2,si,licenciatura,si
bajo,bajo,21000,40,4,no,ninguno,no
alto,medio,65000,50,0,si,licenciatura,si
bajo,bajo,21000,50,6,si,ninguno,no
medio,medio,40000,23,0,si,posgrado,si
bajo,bajo,31000,44,6,si,licenciatura,no
bajo,bajo,16000,36,6,no,ninguno,no
medio,medio,69000,26,1,si,licenciatura,si
bajo,bajo,43000,56,4,si,ninguno,no
medio,medio,50000,33,0,si,ninguno,si
medio,medio,70000,44,0,no,posgrado,no
medio,medio,56000,41,0,si,ninguno,si
medio,medio,51000,33,1,si,posgrado,si
medio,medio,41000,37,1,si,ninguno,si
alto,alto,95000,39,0,si,posgrado,si
bajo,bajo,33000,21,4,si,licenciatura,no
bajo,bajo,29000,40,4,si,ninguno,no
alto,alto,56000,25,0,si,licenciatura,si
bajo,bajo,2000,42,5,si,licenciatura,no
alto,alto,56000,46,2,no,posgrado,no
alto,alto,70000,55,2,si,posgrado,si
alto,alto,99000,52,2,si,licenciatura,si
alto,medio,61000,48,2,si,licenciatura,si
medio,alto,97000,43,0,si,licenciatura,si
alto,alto,54000,36,2,si,posgrado,si
alto,alto,62000,29,1,si,licenciatura,no
alto,alto,73000,24,1,si,posgrado,no
alto,alto,88000,29,1,si,posgrado,no
medio,bajo,38000,46,2,si,ninguno,si
alto,alto,92000,58,2,si,licenciatura,si
bajo,bajo,49000,40,6,si,ninguno,no
medio,medio,79000,39,0,si,licenciatura,si
alto,medio,49000,41,2,no,licenciatura,si
medio,medio,60000,33,1,si,licenciatura,si
medio,medio,52000,59,2,si,licenciatura,si
medio,medio,37000,36,1,no,licenciatura,si
medio,medio,37000,42,0,si,ninguno,si
alto,alto,90000,21,2,si,posgrado,si
alto,alto,70000,33,2,no,licenciatura,si
bajo,bajo,36000,28,5,si,licenciatura,no
medio,medio,74000,21,0,si,licenciatura,no
medio,medio,40000,31,2,no,licenciatura,si
alto,alto,96000,57,2,si,posgrado,si
alto,alto,90000,38,1,si,posgrado,si
medio,alto,74000,37,2,si,posgrado,no
medio,bajo,23000,32,2,no,ninguno,no
bajo,bajo,6000,43,6,si,licenciatura,no
bajo,bajo,49000,41,6,no,ninguno,no
alto,alto,57000,26,2,si,posgrado,si
medio,medio,57000,29,2,si,posgrado,si
alto,alto,53000,41,2,si,posgrado,si
medio,medio,67000,36,0,si,licenciatura,si
bajo,bajo,3000,32,6,si,ninguno,no
bajo,bajo,17000,35,4,si,licenciatura,no
medio,medio,54000,45,0,no,ninguno,no
bajo,bajo,2000,46,6,no,ninguno,no
bajo,bajo,21000,42,4,si,licenciatura,si
medio,alto,94000,40,0,no,posgrado,no
alto,alto,72000,20,0,no,posgrado,si
bajo,bajo,28000,32,5,si,ninguno,no
bajo,bajo,19000,25,4,si,licenciatura,si
alto,alto,94000,21,2,si,ninguno,si
alto,medio,64000,31,0,no,ninguno,no
medio,medio,70000,47,2,si,licenciatura,si
alto,alto,55000,22,0,si,posgrado,no
alto,alto,64000,46,0,si,licenciatura,si
medio,bajo,48000,42,1,si,licenciatura,si
bajo,bajo,43000,23,6,si,licenciatura,no
medio,medio,59000,40,0,si,licenciatura,si
bajo,bajo,37000,25,4,no,ninguno,no
alto,medio,54000,39,2,si,posgrado,si
alto,alto,87000,34,2,si,posgrado,si
medio,medio,42000,44,1,si,licenciatura,si
alto,medio,78000,39,0,si,licenciatura,si
alto,alto,53000,34,1,si,licenciatura,si
alto,alto,85000,31,1,si,posgrado,si
alto,alto,100000,36,1,si,licenciatura,si
alto,alto,94000,59,1,si,licenciatura,si
bajo,bajo,35000,54,5,si,ninguno,si
medio,alto,83000,38,2,no,posgrado,no
bajo,bajo,35000,30,4,si,ninguno,no
medio,medio,31000,57,2,no,licenciatura,no
alto,alto,94000,58,2,si,posgrado,si
alto,alto,53000,44,2,si,licenciatura,si
medio,bajo,5000,45,0,si,licenciatura,si
alto,medio,48000,51,0,si,licenciatura,si
bajo,bajo,11000,37,5,no,licenciatura,no
bajo,bajo,41000,26,6,no,ninguno,si
bajo,bajo,23000,50,6,si,ninguno,no
alto,medio,67000,42,0,si,posgrado,no
bajo,bajo,47000,34,6,si,licenciatura,si
medio,medio,56000,25,1,si,ninguno,si
medio,medio,80000,54,0,si,ninguno,no
bajo,medio,44000,44,2,si,posgrado,si
alto,alto,55000,35,1,si,licenciatura,si
medio,medio,64000,31,2,si,posgrado,si
medio,bajo,14000,55,0,no,ninguno,si
bajo,bajo,40000,46,6,no,ninguno,no
bajo,bajo,47000,26,5,no,ninguno,no
medio,alto,51000,29,1,no,licenciatura,si
alto,medio,49000,30,1,si,posgrado,no
bajo,bajo,42000,24,6,no,ninguno,no
alto,alto,58000,38,1,si,licenciatura,no
bajo,bajo,24000,24,4,si,licenciatura,no
medio,medio,40000,38,0,si,licenciatura,no
bajo,bajo,35000,40,5,si,ninguno,no
alto,alto,53000,24,2,si,posgrado,si
alto,alto,78000,25,1,si,licenciatura,no
bajo,bajo,46000,34,5,no,ninguno,no
alto,alto,68000,49,2,si,ninguno,si
medio,alto,62000,34,2,no,posgrado,si
alto,alto,95000,51,0,si,posgrado,si
alto,alto,84000,20,1,no,licenciatura,si
alto,alto,100000,22,0,si,licenciatura,si
bajo,bajo,13000,24,5,no,licenciatura,no
alto,alto,73000,33,1,si,licenciatura,si
medio,medio,63000,37,1,si,licenciatura,si
medio,bajo,1000,59,2,no,ninguno,si
alto,alto,99000,52,2,si,posgrado,si
alto,alto,54000,51,0,no,posgrado,no
alto,alto,91000,43,0,si,posgrado,si
medio,medio,33000,33,0,si,licenciatura,si
medio,medio,39000,48,0,si,ninguno,si
medio,bajo,47000,35,2,si,ninguno,si
medio,medio,50000,31,0,no,posgrado,no
bajo,bajo,14000,39,5,si,ninguno,no
medio,bajo,30000,53,0,si,ninguno,si
medio,alto,65000,27,0,si,posgrado,no
bajo,bajo,32000,58,6,no,ninguno,si
alto,alto,79000,22,1,si,posgrado,si
alto,alto,97000,49,2,no,posgrado,no
medio,medio,57000,36,0,si,licenciatura,no
bajo,bajo,15000,37,4,no,ninguno,si
alto,alto,91000,41,2,si,licenciatura,si
bajo,bajo,50000,46,5,si,licenciatura,no
alto,alto,56000,22,2,si,licenciatura,si
medio,medio,45000,27,1,si,posgrado,si
alto,alto,85000,39,2,si,posgrado,si
alto,alto,96000,49,1,no,licenciatura,no
medio,medio,50000,32,1,no,ninguno,si
medio,medio,49000,56,2,no,ninguno,si
medio,bajo,13000,34,1,no,licenciatura,si
medio,bajo,51000,49,1,si,ninguno,si
bajo,bajo,1000,42,4,si,ninguno,no
medio,medio,72000,26,2,si,licenciatura,no
medio,bajo,50000,36,1,no,ninguno,no
alto,medio,76000,30,2,no,posgrado,si
medio,medio,56000,48,0,si,licenciatura,si
medio,bajo,40000,21,1,si,ninguno,no
bajo,medio,36000,43,0,si,licenciatura,no
medio,alto,60000,55,1,si,licenciatura,no
medio,bajo,2000,21,0,si,licenciatura,si
bajo,bajo,47000,28,6,si,licenciatura,no
bajo,bajo,23000,50,6,no,ninguno,si
bajo,bajo,36000,46,5,no,ninguno,no
medio,bajo,41000,55,0,no,ninguno,no
alto,alto,64000,60,2,si,licenciatura,si
medio,medio,57000,29,0,si,licenciatura,si
medio,medio,65000,35,2,si,licenciatura,si
medio,bajo,45000,24,0,no,ninguno,si
bajo,bajo,40000,52,5,si,licenciatura,no
bajo,bajo,10000,24,5,si,posgrado,no
bajo,bajo,42000,41,6,no,ninguno,no
bajo,bajo,42000,33,4,si,ninguno,no
bajo,bajo,11000,44,6,si,licenciatura,no
bajo,medio,34000,20,1,no,ninguno,no
bajo,medio,37000,56,2,no,licenciatura,si
alto,alto,95000,39,1,si,posgrado,si
alto,alto,92000,57,2,si,posgrado,si
bajo,bajo,42000,22,4,si,licenciatura,no
bajo,bajo,44000,32,6,no,ninguno,si
medio,alto,86000,20,0,si,licenciatura,si
medio,medio,60000,28,1,no,licenciatura,no
bajo,bajo,41000,36,4,si,ninguno,no
bajo,bajo,5000,37,4,no,ninguno,no
bajo,medio,34000,26,1,si,licenciatura,si
medio,medio,75000,59,1,si,licenciatura,si
bajo,bajo,1000,35,6,si,ninguno,si
alto,alto,62000,53,2,si,posgrado,si
bajo,bajo,28000,53,5,no,ninguno,no
bajo,bajo,5000,46,5,si,ninguno,no
bajo,bajo,39000,34,6,no,ninguno,no
medio,alto,72000,60,2,si,posgrado,si
bajo,bajo,50000,23,4,si,ninguno,no
medio,medio,33000,24,2,si,licenciatura,si
medio,medio,59000,56,1,si,licenciatura,no
medio,bajo,41000,26,0,si,posgrado,si
medio,medio,42000,45,2,no,ninguno,si
bajo,bajo,35000,53,6,no,ninguno,si
bajo,bajo,18000,28,5,no,ninguno,no
bajo,bajo,36000,46,4,si,licenciatura,no
medio,medio,42000,45,0,si,posgrado,si
bajo,bajo,3000,23,6,no,ninguno,no
bajo,bajo,11000,35,4,si,ninguno,no
medio,medio,61000,43,1,si,licenciatura,si
medio,medio,40000,43,0,no,posgrado,no
medio,alto,58000,45,1,si,licenciatura,si
alto,alto,61000,35,0,si,licenciatura,si
alto,alto,65000,51,2,si,licenciatura,no
alto,alto,51000,38,2,si,licenciatura,si
alto,medio,43000,24,1,si,licenciatura,si
alto,medio,37000,32,2,si,licenciatura,si
medio,medio,64000,58,1,si,licenciatura,si
alto,medio,78000,24,1,si,licenciatura,no
bajo,bajo,8000,55,4,no,ninguno,no
bajo,bajo,30000,38,6,si,licenciatura,si
medio,medio,74000,23,1,si,licenciatura,no
bajo,bajo,21000,51,4,si,licenciatura,no
medio,alto,50000,47,1,si,licenciatura,si
bajo,bajo,18000,56,6,no,ninguno,no
alto,alto,53000,45,2,no,licenciatura,si
bajo,bajo,13000,35,4,no,ninguno,no
medio,medio,47000,41,2,si,licenciatura,si
alto,alto,79000,55,1,si,licenciatura,si
medio,medio,61000,22,1,si,posgrado,si
alto,alto,86000,38,1,no,ninguno,si
medio,medio,39000,60,2,si,posgrado,si
bajo,bajo,11000,24,4,no,ninguno,no
medio,alto,100000,31,2,si,posgrado,si
medio,alto,74000,59,0,si,posgrado,si
bajo,bajo,4000,29,5,no,ninguno,si
medio,bajo,32000,24,0,no,ninguno,no
bajo,bajo,7000,40,5,si,licenciatura,no
bajo,medio,42000,56,2,si,licenciatura,si
medio,medio,54000,55,2,si,licenciatura,si
alto,medio,75000,43,0,si,licenciatura,no
bajo,bajo,16000,38,5,no,posgrado,no
alto,medio,71000,47,2,si,ninguno,si
bajo,bajo,13000,53,5,no,licenciatura,no
medio,medio,68000,51,1,si,ninguno,si
alto,alto,57000,44,1,si,posgrado,si
bajo,bajo,29000,42,5,si,licenciatura,no
alto,medio,36000,56,2,no,ninguno,si
alto,alto,80000,30,2,si,posgrado,si
bajo,bajo,24000,56,4,no,ninguno,no
medio,bajo,40000,37,2,si,licenciatura,si
bajo,bajo,50000,46,4,si,licenciatura,no
bajo,bajo,18000,27,4,no,ninguno,no
bajo,medio,68000,37,2,no,ninguno,si
bajo,bajo,50000,37,6,si,licenciatura,no
alto,alto,90000,30,0,si,posgrado,si
medio,bajo,7000,42,0,no,posgrado,si
medio,medio,43000,45,2,si,licenciatura,no
medio,alto,89000,44,2,no,ninguno,no
medio,alto,81000,35,0,si,posgrado,no
bajo,medio,46000,49,1,si,licenciatura,si
medio,bajo,30000,32,1,si,licenciatura,si
bajo,bajo,48000,28,6,no,ninguno,no
medio,alto,57000,20,0,no,licenciatura,si
bajo,bajo,18000,38,5,si,licenciatura,no
bajo,bajo,44000,35,4,si,ninguno,no
alto,medio,65000,48,0,si,posgrado,si
medio,alto,94000,35,1,si,posgrado,si
bajo,bajo,11000,31,4,no,ninguno,si
medio,medio,36000,32,2,si,licenciatura,si
medio,medio,37000,37,1,no,licenciatura,no
medio,medio,69000,46,0,si,licenciatura,si
alto,alto,84000,49,1,si,posgrado,si
medio,medio,75000,33,0,no,licenciatura,no
medio,bajo,35000,56,0,si,ninguno,si
bajo,bajo,39000,26,4,no,ninguno,no
alto,alto,91000,38,1,si,licenciatura,si
bajo,bajo,33000,22,6,si,licenciatura,si
bajo,bajo,17000,52,5,si,ninguno,no
bajo,bajo,30000,42,6,si,ninguno,no
alto,alto,54000,23,2,si,licenciatura,si
bajo,bajo,34000,29,5,no,ninguno,no
medio,medio,33000,32,1,si,licenciatura,si
alto,alto,65000,30,0,si,posgrado,si
bajo,bajo,43000,41,4,no,ninguno,no
alto,alto,81000,47,1,si,posgrado,si
alto,medio,60000,22,2,si,licenciatura,si
medio,bajo,41000,26,1,si,licenciatura,si
medio,medio,44000,48,0,si,licenciatura,si
alto,alto,72000,29,1,si,licenciatura,si
medio,medio,32000,54,0,no,licenciatura,si
alto,alto,59000,23,1,si,posgrado,si
medio,bajo,37000,22,0,si,licenciatura,si
medio,medio,39000,56,1,si,licenciatura,si
medio,medio,49000,29,2,si,licenciatura,si
bajo,bajo,34000,28,4,no,ninguno,no
alto,medio,50000,42,2,si,licenciatura,no
medio,bajo,16000,44,0,si,licenciatura,si
medio,bajo,20000,58,0,no,licenciatura,no
bajo,bajo,1000,60,5,no,ninguno,no
medio,medio,40000,41,2,no,posgrado,si
bajo,bajo,20000,26,4,si,licenciatura,no
medio,alto,87000,53,2,si,licenciatura,si
alto,alto,81000,21,0,si,posgrado,si
alto,alto,61000,31,0,si,posgrado,si
bajo,bajo,11000,55,5,si,ninguno,no
medio,medio,78000,35,2,si,posgrado,no
alto,medio,47000,56,2,si,licenciatura,si
medio,bajo,45000,48,2,si,ninguno,no
bajo,bajo,41000,39,5,si,ninguno,no
medio,alto,88000,37,0,si,licenciatura,si
alto,medio,37000,20,2,no,posgrado,no
bajo,medio,77000,41,0,si,licenciatura,si
medio,medio,38000,55,0,no,licenciatura,no
alto,alto,63000,26,0,no,posgrado,si
bajo,medio,48000,46,1,si,licenciatura,si
medio,medio,58000,53,0,si,posgrado,si
bajo,bajo,43000,42,5,si,licenciatura,no
alto,alto,78000,50,1,no,posgrado,si
bajo,bajo,30000,53,6,si,licenciatura,no
bajo,bajo,7000,32,4,no,ninguno,no
bajo,medio,55000,20,1,si,posgrado,si
bajo,bajo,23000,55,5,no,ninguno,no
bajo,bajo,41000,25,4,si,licenciatura,no
bajo,bajo,44000,32,5,si,licenciatura,no
bajo,bajo,1000,36,4,si,licenciatura,no
bajo,bajo,32000,43,6,no,ninguno,no
bajo,bajo,26000,35,4,no,ninguno,no
medio,medio,32000,53,0,no,licenciatura,si
alto,alto,56000,38,2,si,posgrado,si
medio,medio,62000,30,2,si,licenciatura,no
bajo,bajo,7000,33,4,si,ninguno,no
bajo,bajo,48000,44,6,si,ninguno,no
alto,medio,43000,59,2,si,licenciatura,si
alto,alto,58000,32,2,no,ninguno,si
alto,medio,54000,51,1,si,posgrado,si
bajo,bajo,43000,50,4,no,ninguno,si
alto,alto,89000,22,2,si,licenciatura,si
alto,medio,78000,20,2,si,licenciatura,si
alto,alto,95000,24,2,si,licenciatura,si
medio,bajo,34000,35,0,si,licenciatura,si
medio,medio,61000,59,1,si,ninguno,si
alto,alto,88000,20,0,si,posgrado,si
bajo,bajo,41000,25,6,si,ninguno,si
bajo,bajo,47000,48,6,no,ninguno,no
bajo,bajo,8000,53,4,si,licenciatura,no
bajo,bajo,45000,55,6,no,ninguno,no
medio,medio,57000,48,0,si,posgrado,si
medio,bajo,27000,35,2,si,licenciatura,no
medio,alto,85000,20,1,si,licenciatura,no
alto,alto,83000,35,2,si,licenciatura,si
medio,alto,99000,45,1,no,licenciatura,no
medio,medio,40000,37,2,si,ninguno,si
medio,alto,60000,31,1,si,posgrado,si
alto,alto,86000,36,1,no,posgrado,si
medio,medio,48000,42,1,no,ninguno,si
bajo,bajo,43000,29,6,si,ninguno,no
alto,alto,79000,48,1,no,posgrado,no
alto,alto,97000,60,0,si,posgrado,si
medio,medio,37000,53,2,si,licenciatura,si
alto,alto,89000,51,2,si,posgrado,si
bajo,bajo,4000,27,4,si,licenciatura,si
medio,bajo,30000,41,1,si,ninguno,si
bajo,bajo,6000,58,6,no,ninguno,no
bajo,bajo,41000,27,6,no,ninguno,si
bajo,bajo,11000,52,6,si,ninguno,no
alto,medio,75000,33,2,si,licenciatura,si
alto,alto,67000,30,1,si,posgrado,no
medio,medio,43000,44,2,si,licenciatura,si
medio,bajo,37000,35,1,si,ninguno,si
medio,medio,47000,47,1,si,licenciatura,si
medio,medio,45000,39,2,si,licenciatura,si
bajo,bajo,29000,40,5,si,ninguno,no
alto,alto,74000,24,1,no,licenciatura,si
bajo,bajo,51000,51,4,si,licenciatura,no
bajo,bajo,45000,57,6,si,ninguno,no
bajo,bajo,51000,22,5,si,licenciatura,no
alto,alto,96000,54,0,no,posgrado,si
bajo,medio,42000,54,2,si,posgrado,si
medio,medio,50000,33,1,si,licenciatura,si
bajo,bajo,22000,50,4,si,ninguno,no
medio,bajo,4000,42,2,no,ninguno,no
medio,alto,51000,46,2,si,posgrado,si
medio,bajo,38000,30,1,no,ninguno,no
medio,bajo,50000,39,2,si,posgrado,no
bajo,bajo,7000,54,6,no,licenciatura,no
medio,medio,54000,34,1,si,licenciatura,si
bajo,bajo,15000,52,6,si,ninguno,no
alto,alto,57000,56,0,si,posgrado,si
medio,bajo,47000,56,0,si,ninguno,no
bajo,bajo,10000,47,4,si,ninguno,no
medio,medio,65000,51,0,si,licenciatura,no
bajo,bajo,32000,50,6,si,licenciatura,no
alto,alto,78000,55,0,si,posgrado,no
bajo,bajo,46000,45,4,si,ninguno,no
alto,alto,68000,25,2,si,posgrado,si
alto,alto,78000,43,2,si,posgrado,si
medio,bajo,5000,41,2,si,ninguno,si
alto,alto,91000,55,1,no,licenciatura,no
medio,alto,66000,55,0,si,posgrado,si
medio,alto,84000,55,0,si,licenciatura,si
bajo,bajo,12000,24,4,no,ninguno,si
bajo,bajo,51000,26,4,si,licenciatura,no
alto,medio,31000,27,2,si,posgrado,si
medio,medio,79000,34,0,si,licenciatura,no
medio,bajo,33000,43,0,si,posgrado,no
bajo,bajo,13000,60,4,si,ninguno,no
bajo,bajo,24000,41,5,si,ninguno,no
bajo,bajo,37000,51,6,si,licenciatura,no
medio,medio,56000,40,1,no,licenciatura,no
bajo,bajo,13000,53,5,no,ninguno,no
alto,alto,67000,56,1,si,licenciatura,si
bajo,bajo,19000,41,5,no,ninguno,no
medio,alto,67000,57,0,no,posgrado,si
medio,medio,44000,52,1,no,ninguno,si
alto,alto,91000,56,2,no,licenciatura,no
alto,alto,78000,28,1,si,posgrado,si
bajo,bajo,10000,51,5,no,ninguno,no
medio,medio,37000,43,2,si,licenciatura,si
medio,alto,73000,54,2,si,licenciatura,si
alto,alto,91000,60,0,no,posgrado,si
medio,medio,79000,33,0,si,licenciatura,no
alto,alto,78000,27,1,si,posgrado,si
medio,medio,63000,52,1,si,posgrado,no
bajo,bajo,38000,28,6,si,licenciatura,no
medio,medio,48000,40,0,no,posgrado,si
bajo,bajo,12000,46,5,si,ninguno,no
bajo,bajo,2000,45,5,si,ninguno,si
alto,alto,93000,22,2,si,licenciatura,si
alto,alto,100000,28,1,si,licenciatura,si
medio,medio,54000,60,1,si,posgrado,si
bajo,bajo,22000,28,5,si,ninguno,no
bajo,bajo,23000,56,5,no,licenciatura,no
medio,alto,85000,25,2,no,licenciatura,no
medio,medio,34000,41,0,si,licenciatura,no
bajo,bajo,9000,49,6,si,ninguno,si
bajo,bajo,50000,20,5,si,ninguno,no
medio,alto,67000,59,1,si,ninguno,si
alto,alto,81000,49,2,si,posgrado,si
bajo,bajo,47000,47,6,no,ninguno,si
alto,alto,71000,43,1,no,ninguno,si
medio,medio,56000,22,2,si,licenciatura,si
medio,alto,96000,51,0,si,posgrado,si
medio,medio,43000,20,0,si,licenciatura,si
alto,alto,99000,50,1,si,posgrado,si
bajo,bajo,43000,58,5,si,ninguno,no
bajo,bajo,46000,28,5,si,licenciatura,no
alto,alto,91000,36,2,si,licenciatura,si
bajo,bajo,48000,34,6,no,licenciatura,no
medio,medio,78000,40,1,si,licenciatura,si
alto,alto,77000,27,1,no,posgrado,si
bajo,bajo,34000,33,4,no,ninguno,no
medio,alto,67000,42,0,si,licenciatura,no
alto,alto,66000,28,1,si,posgrado,si
medio,medio,31000,42,1,si,licenciatura,si
alto,alto,66000,43,0,no,ninguno,si
bajo,bajo,34000,53,5,si,licenciatura,no
bajo,bajo,37000,45,6,si,ninguno,si
medio,alto,67000,39,1,si,posgrado,si
bajo,bajo,8000,57,5,no,licenciatura,no
bajo,bajo,30000,37,6,no,ninguno,no
bajo,bajo,25000,51,6,no,ninguno,no
medio,alto,85000,48,1,si,posgrado,si
medio,alto,92000,37,1,si,posgrado,no
bajo,bajo,37000,25,5,si,licenciatura,si
bajo,bajo,48000,49,6,no,ninguno,no
medio,bajo,45000,21,2,no,licenciatura,no
medio,medio,60000,38,2,si,posgrado,si
medio,medio,55000,60,1,si,licenciatura,si
bajo,medio,31000,54,2,si,licenciatura,no
medio,medio,73000,27,1,si,licenciatura,si
alto,alto,62000,33,1,si,posgrado,si
medio,medio,49000,38,1,si,licenciatura,si
medio,bajo,10000,45,1,si,posgrado,si
medio,medio,41000,27,1,no,licenciatura,si
alto,medio,59000,54,0,no,licenciatura,no
alto,alto,96000,60,1,no,licenciatura,no
bajo,bajo,11000,38,5,no,ninguno,no
bajo,bajo,46000,25,6,no,licenciatura,no
bajo,bajo,42000,41,5,no,ninguno,si
medio,medio,63000,21,1,si,posgrado,si
bajo,bajo,4000,36,6,si,licenciatura,no
alto,alto,51000,33,2,si,licenciatura,si
bajo,bajo,49000,24,6,no,ninguno,si
alto,alto,98000,24,1,si,licenciatura,si
alto,medio,51000,58,1,si,posgrado,si
medio,medio,47000,32,0,no,licenciatura,si
bajo,bajo,38000,58,4,si,ninguno,si
medio,alto,52000,28,2,si,licenciatura,si
bajo,bajo,32000,22,5,no,licenciatura,no
alto,alto,89000,34,2,si,licenciatura,no
medio,bajo,4000,45,0,si,licenciatura,si
bajo,bajo,8000,57,5,si,ninguno,no
medio,medio,63000,24,2,si,licenciatura,si
alto,medio,56000,41,2,si,licenciatura,si
alto,medio,39000,51,0,no,licenciatura,no
bajo,bajo,48000,38,5,si,licenciatura,no
bajo,bajo,40000,42,5,si,licenciatura,no
bajo,bajo,8000,50,4,no,licenciatura,no
alto,alto,63000,35,2,si,posgrado,si
bajo,bajo,39000,39,5,si,posgrado,no
alto,alto,92000,30,1,si,licenciatura,si
medio,medio,57000,30,1,si,licenciatura,si
alto,medio,34000,58,0,si,ninguno,si
bajo,bajo,48000,20,6,no,licenciatura,no
medio,medio,36000,36,0,no,posgrado,si
alto,alto,88000,42,0,si,posgrado,si
bajo,bajo,13000,40,6,si,ninguno,no
medio,medio,58000,58,1,si,licenciatura,si
alto,alto,74000,53,2,si,posgrado,si
bajo,bajo,17000,59,4,si,licenciatura,no
bajo,bajo,48000,29,5,si,licenciatura,no
bajo,medio,61000,21,0,si,licenciatura,si
medio,medio,60000,21,0,no,ninguno,no
medio,bajo,19000,49,1,si,posgrado,si
bajo,bajo,25000,34,4,si,licenciatura,no
medio,medio,33000,25,2,si,ninguno,si
bajo,medio,53000,60,2,si,licenciatura,si
alto,alto,86000,21,2,si,ninguno,si
alto,alto,64000,25,2,si,posgrado,no
alto,alto,80000,31,2,si,posgrado,si
medio,medio,53000,33,0,si,posgrado,si
bajo,bajo,17000,20,4,si,ninguno,no
medio,medio,64000,32,1,si,licenciatura,si
alto,alto,54000,48,1,si,licenciatura,si
alto,alto,92000,42,1,no,licenciatura,no
alto,alto,57000,35,1,no,posgrado,si
medio,medio,68000,50,2,no,ninguno,no
bajo,bajo,33000,42,6,si,ninguno,no
bajo,bajo,29000,30,4,no,ninguno,no
bajo,bajo,22000,33,4,no,ninguno,no
alto,alto,77000,56,0,no,licenciatura,si
bajo,bajo,10000,51,5,no,posgrado,no
medio,bajo,10000,54,0,no,ninguno,si
medio,medio,72000,23,2,no,ninguno,si
medio,alto,58000,21,0,si,posgrado,no
medio,medio,76000,40,1,si,ninguno,si
medio,medio,47000,43,1,si,licenciatura,si
medio,bajo,51000,60,2,si,licenciatura,si
medio,medio,78000,24,0,si,licenciatura,si
alto,alto,70000,45,0,si,posgrado,si
medio,alto,56000,52,0,si,licenciatura,si
medio,medio,61000,58,2,si,licenciatura,si
medio,alto,64000,52,0,si,licenciatura,si
medio,alto,84000,45,2,si,posgrado,si
